Name,Source,Type,Rarity,Power,Attune-Requirement,Attune,Cursed,Ibs,Use,Proficiency-Tools,Quality-1,Quality-2,Quality-3,No-of-Mat,Mat-Base-Price,Mat-Total-Cost,Labor-Cost,Enchant-Cost,Resale-Normal,Total-Cost,Description
Far Realm Shard,TCE 127,Wondrous-item,Rare,Major,sorcerer,TRUE,FALSE,1.00,Permanent,Jewelers-Tools,Theurgic,Psychic,Void,8,200,"1,600",350,50,"1,000","2,000","This writhing crystal is steeped in the warped essence of the Far Realm. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.

When you use a Metamagic option on a spell while you are holding or wearing the shard, you can cause a slimy tentacle to rip through the fabric of reality and strike one creature you can see within 30 feet of you. The creature must succeed on a Charisma saving throw against your spell save DC or take 3d6 psychic damage and become frightened of you until the start of your next turn."
"Feather Token, Anchor",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Inert,,,1,200,200,30,20,125,250,"This tiny object looks like a feather

You can use an action to touch the token to a boat or ship. For the next 24 hours, the vessel cant be moved by any means. Touching the token to the vessel again ends the effect. When the effect ends, the token disappears."
"Feather Token, Bird",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Dimensional,Tempest,,1,200,200,30,20,125,250,"This tiny object looks like a feather

You can use an action to toss the token 5 feet into the air. The token disappears and an enormous, multicolored bird takes its place. The bird has the statistics of a roc, but it obeys your simple commands and cant attack. It can carry up to 500 pounds while flying at its maximum speed (16 miles an hour for a maximum of 144 miles per day, with a one-hour rest for every 3 hours of flying), or 1,000 pounds at half that speed. The bird disappears after flying its maximum distance for a day or if it drops to 0 hit points. You can dismiss the bird as an action."
"Feather Token, Fan",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Mercurial,Tempest,,1,200,200,30,20,125,250,"This tiny object looks like a feather

If you are on a boat or ship, you can use an action to toss the token up to 10 feet in the air. The token disappears, and a giant flapping fan takes its place. The fan floats and creates a wind strong enough to fill the sails of one ship, increasing its speed by 5 miles per hour for 8 hours. You can dismiss the fan as an action."
"Feather Token, Swan Boat",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Mercurial,Theurgic,,1,200,200,30,20,125,250,"This tiny object looks like a feather

You can use an action to touch the token to a body of water at least 60 feet in diameter. The token disappears, and a 50-foot-long, 20-foot- wide boat shaped like a swan takes its place. The boat is self-propelled and moves across water at a speed of 6 miles per hour. You can use an action while on the boat to command it to move or to turn up to 90 degrees. The boat can carry up to thirty-two Medium or smaller creatures. A Large creature counts as four Medium creatures, while a Huge creature counts as nine. The boat remains for 24 hours and then disappears. You can dismiss the boat as an action."
"Feather Token, Tree",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Vital,,,1,200,200,30,20,125,250,"This tiny object looks like a feather

You must be outdoors to use this token. You can use an action to touch it to an unoccupied space on the ground. The token disappears, and in its place a nonmagical oak tree springs into existence. The tree is 60 feet tall and has a 5-foot-diameter trunk, and its branches at the top spread out in a 20-foot radius."
"Feather Token, Whip",DMG 188,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Single,Woodcarvers-Tools,Mercurial,,,1,200,200,30,20,125,250,"This tiny object looks like a feather

You can use an action to throw the token to a point within 10 feet of you. The token disappears, and a floating whip takes its place. You can then use a bonus action to make a melee spell attack against a creature within 10 feet of the whip, with an attack bonus of +9. On a hit, the target takes 1d6 + 5 force damage."
"Figurine of Wondrous Power, Bronze Griffon",DMG 169,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Smiths-Tools,Mercurial,Vital,Tempest,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

This bronze statuette is of a griffon rampant. It can become a griffon for up to 6 hours. Once it has been used, it cant be used again until 5 days have passed."
"Figurine of Wondrous Power, Ebony Fly",DMG 169,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Woodcarvers-Tools,Mercurial,Vital,Tempest,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

 This ebony statuette is carved in the likeness of a horsefly. It can become a giant fly for up to 12 hours and can be ridden as a mount. Once it has been used, it cant be used again until 2 days have passed."
"Figurine of Wondrous Power, Golden Lions",DMG 169,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Jewelers-Tools,Mercurial,Vital,,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

These gold statuettes of lions are always created in pairs. You can use one figurine or both simultaneously. Each can become a lion for up to 1 hour. Once a lion has been used, it cant be used again until 7 days have passed."
"Figurine of Wondrous Power, Ivory Goats",DMG 169,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Woodcarvers-Tools,Mercurial,Vital,Pyshcic,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

These ivory statuettes of goats are always created in sets of three. Each goat looks unique and functions differently from the others. Their properties are as follows:

The goat of traveling can become a Large goat with the same statistics as a riding horse. It has 24 charges, and each hour or portion thereof it spends in beast form costs 1 charge. While it has charges, you can use it as often as you wish. When it runs out of charges, it reverts to a figurine and cant be used again until 7 days have passed, when it regains all its charges.
The goat of travail becomes a giant goat for up to 3 hours. Once it has been used, it cant be used again until 30 days have passed.
The goat of terror becomes a giant goat for up to 3 hours. The goat cant attack, but you can remove its horns and use them as weapons. One horn becomes a lance, +1, and the other becomes a longsword, +2. Removing a horn requires an action, and the weapons disappear and the horns return when the goat reverts to figurine form. In addition, the goat radiates a 30-foot-radius aura of terror while you are riding it. Any creature hostile to you that starts its turn in the aura must succeed on a DC 15 Wisdom saving throw or be frightened of the goat for 1 minute, or until the goat reverts to figurine form. The frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once it successfully saves against the effect, a creature is immune to the goats aura for the next 24 hours. Once the figurine has been used, it cant be used again until 15 days have passed."
"Figurine of Wondrous Power, Marble Elephant",DMG 170,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Masons-Tools,Mercurial,Vital,,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

This marble statuette is about 4 inches high and long. It can become an elephant for up to 24 hours. Once it has been used, it cant be used again until 7 days have passed."
"Figurine of Wondrous Power, Onyx Dog",DMG 170,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Jewelers-Tools,Mercurial,Theurgic,Vital,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

 This onyx statuette of a dog can become a mastiff for up to 6 hours. The mastiff has an Intelligence of 8 and can speak Common. It also has darkvision out to a range of 60 feet and can see invisible creatures and objects within that range. Once it has been used, it cant be used again until 7 days have passed."
"Figurine of Wondrous Power, Serpentine Owl",DMG 170,Wondrous-item,Rare,Major,,FALSE,FALSE,,Charged,Jewelers-Tools,Mercurial,Psychic,Vital,6,200,"1,200",250,50,750,"1,500","A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isnt enough space for the creature, the figurine doesnt become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property cant be used again until a certain amount of time has passed, as specified in the figurines description.

This serpentine statuette of an owl can become a giant owl for up to 8 hours. Once it has been used, it cant be used again until 2 days have passed. The owl can telepathically communicate with you at any range if you and it are on the same plane of existence."
Folding Boat,DMG 170,Wondrous-item,Rare,Minor,,FALSE,FALSE,4.00,Permanent,Carpenters-Tools,Mercurial,,,7,200,"1,400",330,20,875,"1,750","This object appears as a wooden box that measures 12 inches long, 6 inches wide, and 6 inches deep. It weighs 4 pounds and floats. It can be opened to store items inside. This item also has three command words, each requiring you to use an action to speak it.

One command word causes the box to unfold into a boat 10 feet long, 4 feet wide, and 2 feet deep. The boat has one pair of oars, an anchor, a mast, and a lateen sail. The boat can hold up to four Medium creatures comfortably.

The second command word causes the box to unfold into a ship 24 feet long, 8 feet wide, and 6 feet deep. The ship has a deck, rowing seats, five sets of oars, a steering oar, an anchor, a deck cabin, and a mast with a square sail. The ship can hold fifteen Medium creatures comfortably.

When the box becomes a vessel, its weight becomes that of a normal vessel its size, and anything that was stored in the box remains in the boat.

The third command word causes the folding boat to fold back into a box, provided that no creatures are aboard. Any objects in the vessel that cant fit inside the box remain outside the box as it folds. Any objects in the vessel that can fit inside the box do so."
Fulminating Treatise,TCE 128,Wondrous-item,Rare,Major,wizard,TRUE,FALSE,3.00,Charged,Calligraphers-Supplies,Theurgic,Forceful,,6,200,"1,200",250,50,750,"1,500","This thick, scorched spellbook reeks of smoke and ozone, and sparks of energy crackles along the edges of its pages. When found, the book contains the following spells: contingency, fireball, gust of wind, Leomunds tiny hut, magic missile, thunderwave, and wall of force. It functions as a spellbook for you.

While you are holding the book, you can use it as a spellcasting focus for your wizard spells.

The book has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it:

If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the evocation school.
When one creature you can see takes damage from an evocation spell you cast, you can use your reaction and expend 1 charge to deal an extra 2d6 force damage to the creature and knock the creature prone if it is Large or smaller."
Gem of Seeing,DMG 172,Wondrous-item,Rare,Major,none,TRUE,FALSE,1.00,Charged,Jewelers-Tools,Theurgic,,,6,200,"1,200",250,50,750,"1,500","This gem has 3 charges. As an action, you can speak the gems command word and expend 1 charge. For the next 10 minutes, you have truesight out to 120 feet when you peer through the gem.

The gem regains 1d3 expended charges daily at dawn."
Heart Weavers Primer,TCE 128,Wondrous-item,Rare,Major,wizard,TRUE,FALSE,3.00,Charged,Calligraphers-Supplies,Theurgic,,,6,200,"1,200",250,50,750,"1,500","This pristine book smells faintly of a random scent you find pleasing. When found, the book contains the following spells: antipathy/sympathy, charm person, dominate person, enthrall, hypnotic pattern, modify memory, and suggestion. It functions as a spellbook for you.

While you are holding the book, you can use it as a spellcasting focus for your wizard spells.

The book has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it:

If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the enchantment school.
When you cast an enchantment spell, you can expend 1 charge to impose disadvantage on the first saving throw one target makes against the spell."
Helm of Teleportation,DMG 174,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Charged,Smiths-Tools,Dimensional,Theurgic,,6,200,"1,200",250,50,750,"1,500","This helm has 3 charges. While wearing it, you can use an action and expend 1 charge to cast the teleport spell from it. The helm regains 1d3 expended charges daily at dawn."
Hewards Handy Haversack,DMG 174,Wondrous-item,Rare,Minor,,FALSE,FALSE,5.00,Permanent,Weavers-Tools,Dimensional,,,7,200,"1,400",330,20,875,"1,750","This backpack has a central pouch and two side pouches, each of which is an extradimensional space. Each side pouch can hold up to 20 pounds of material, not exceeding a volume of 2 cubic feet. The large central pouch can hold up to 8 cubic feet or 80 pounds of material. The backpack always weighs 5 pounds, regardless of its contents.

Placing an object in the haversack follows the normal rules for interacting with objects. Retrieving an item from the haversack requires you to use an action. When you reach into the haversack for a specific item, the item is always magically on top.

The haversack has a few limitations. If it is overloaded, or if a sharp object pierces it or tears it, the haversack ruptures and is destroyed. If the haversack is destroyed, its contents are lost forever, although an artifact always turns up again somewhere. If the haversack is turned inside out, its contents spill forth, unharmed, and the haversack must be put right before it can be used again. If a breathing creature is placed within the haversack, the creature can survive for up to 10 minutes, after which time it begins to suffocate.

Placing the haversack inside an extradimensional space created by a bag of holding, portable hole, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and cant be reopened."
Horn of Blasting,DMG 174,Wondrous-item,Rare,Major,,FALSE,FALSE,2.00,Charged,Woodcarvers-Tools,Thundering,,,6,200,"1,200",250,50,750,"1,500","You can use an action to speak the horns command word and then blow the horn, which emits a thunderous blast in a 30-foot cone that is audible 600 feet away. Each creature in the cone must make a DC 15 Constitution saving throw. On a failed save, a creature takes 5d6 thunder damage and is deafened for 1 minute. On a successful save, a creature takes half as much damage and isnt deafened. Creatures and objects made of glass or crystal have disadvantage on the saving throw and take 10d6 thunder damage instead of 5d6.

Each use of the horns magic has a 20 percent chance of causing the horn to explode. The explosion deals 10d6 fire damage to the blower and destroys the horn."
"Horn of Valhalla, Brass",DMG 175,Wondrous-item,Rare,Major,,FALSE,FALSE,2.00,Charged,Smiths-Tools,Chaotic,Dimensional,Theurgic,6,200,"1,200",250,50,750,"1,500","You can use an action to blow this horn. In response, warrior spirits from the Valhalla appear within 60 feet of you. They use the statistics of a berserker. They return to Valhalla after 1 hour or when they drop to 0 hit points. Once you use the horn, it cant be used again until 7 days have passed.

Summons 3d4 + 3 berserkers |Requirement: Proficiency with all simple weapons

If you blow the horn without meeting its requirement, the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands."
"Horn of Valhalla, Silver",DMG 175,Wondrous-item,Rare,Major,,FALSE,FALSE,2.00,Charged,Smiths-Tools,Chaotic,Dimensional,Theurgic,6,200,"1,200",250,50,750,"1,500","You can use an action to blow this horn. In response, warrior spirits from the Valhalla appear within 60 feet of you. They use the statistics of a berserker. They return to Valhalla after 1 hour or when they drop to 0 hit points. Once you use the horn, it cant be used again until 7 days have passed.

Four types of horn of Valhalla are known to exist, each made of a different metal. The horns type determines how many berserkers answer its summons, as well as the requirement for its use. The GM chooses the horns type or determines it randomly.

Summons 2d4 + 2 berserkers |Requirement: None

If you blow the horn without meeting its requirement, the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands."
Horseshoes of Speed,DMG 175,Wondrous-item,Rare,Minor,,FALSE,FALSE,,Permanent,Smiths-Tools,Mercurial,,,7,200,"1,400",330,20,875,"1,750","These iron horseshoes come in a set of four. While all four shoes are affixed to the hooves of a horse or similar creature, they increase the creatures walking speed by 30 feet."
"Instrument of the Bards, Canaith Mandolin",DMG 176,Wondrous-item,Rare,Major,bard,TRUE,FALSE,2.00,Charged,Woodcarvers-Tools,Chaotic,Phantasmal,Theurgic,6,200,"1,200",250,50,750,"1,500","attunement by a bard
An instrument of the bards is an exquisite example of it kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or 
take 2d4 psychic damage. 
You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it cant be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC. 
When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus"
"Instrument of the Bards, Cli Lyre",DMG 176,Wondrous-item,Rare,Major,bard,TRUE,FALSE,2.00,Charged,Woodcarvers-Tools,Chaotic,Phantasmal,Theurgic,6,200,"1,200",250,50,750,"1,500","attunement by a bard
An instrument of the bards is an exquisite example of it kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or 
take 2d4 psychic damage. 
You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it cant be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC. 
When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus"
"Ioun Stone, Awareness",DMG 176,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Theurgic,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You cant be surprised while this dark blue rhomboid orbits your head."
"Ioun Stone, Historical Knowledge",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain proficiency in the History skill, or a +1 bonus to checks with that skill if already proficient, while this polished, steely sphere orbits your head."
"Ioun Stone, Language Knowledge",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You are fluent in one additional language while this pulsating bit of red jeweled crystal orbits your head. The DM chooses the language bestowed by the stone."
"Ioun Stone, Natural Knowledge",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain proficiency in the Nature skill, or a +1 bonus to checks with that skill if already proficient, while this burnished, brassy stone orbits your head."
"Ioun Stone, Protection",DMG 176,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain a +1 bonus to AC while this dusty rose prism orbits your head."
"Ioun Stone, Religious Knowledge",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain proficiency in the Religion skill, or a +1 bonus to checks with that skill if already proficient, while this tiny golden gem orbits your head."
"Ioun Stone, Reserve",DMG 176,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Theurgic,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

This vibrant purple prism stores spells cast into it, holding them until you use them. The stone can store up to 3 levels worth of spells at a time. When found, it contains 1d4−1 levels of stored spells chosen by the GM.

Any creature can cast a spell of 1st through 3rd level into the stone by touching it as the spell is cast. The spell has no effect, other than to be stored in the stone. If the stone cant hold the spell, the spell is expended without effect. The level of the slot used to cast the spell determines how much space it uses.

While this stone orbits your head, you can cast any spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster, but is otherwise treated as if you cast the spell. The spell cast from the stone is no longer stored in it, freeing up space."
"Ioun Stone, Self-Preservation",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain a +1 bonus to Intelligence saving throws while this silvery gem orbits your head."
"Ioun Stone, Supreme Intellect",LLoK,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You gain a +1 bonus to Intelligence checks while this faceted sphere orbits your head."
"Ioun Stone, Sustenance",DMG 176,Wondrous-item,Rare,Major,none,TRUE,FALSE,,Permanent,Masons-Tools,Vital,,,8,200,"1,600",350,50,"1,000","2,000","An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

You dont need to eat or drink while this clear spindle orbits your head."
